"number" "dsum" "count" "missing" "quant_error" "fname"
172 4035.64 5408 4960 0.00150782 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Picoides.pubescens_NAs_pu_mask.tif"
173 4752.69 5408 4960 0.00197704 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Picoides.villosus_NAs_pu_mask.tif"
174 4942.0 5408 4960 0.00263772 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pipilo.maculatus_NAs_pu_mask.tif"
175 4691.37 5408 4960 0.00145580 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Piranga.ludoviciana_NAs_pu_mask.tif"
176 4283.42 5408 4960 0.00390708 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.auritus_NAs_pu_mask.tif"
177 4003.09 5408 4960 0.000143485 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.grisegena_NAs_pu_mask.tif"
178 3046.29 5408 4960 0.000220432 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.nigricollis_NAs_pu_mask.tif"
179 4000.96 5408 4960 0.00318645 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podilymbus.podiceps_NAs_pu_mask.tif"
180 5166.69 5408 4960 0.000804772 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Poecile.rufescens_NAs_pu_mask.tif"
181 2540.7 5408 4960 0.00283685 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Porzana.carolina_NAs_pu_mask.tif"
182 2071.27 5408 4960 0.000476052 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Progne.subis_NAs_pu_mask.tif"
183 3432.03 5408 4960 0.00199562 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Psaltriparus.minimus_NAs_pu_mask.tif"
184 4705.27 5408 4960 0.00236128 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pseudacris.regilla_NAs_pu_mask.tif"
185 3854.63 5408 4960 0.00205378 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Rallus.limicola_NAs_pu_mask.tif"
186 4062.58 5408 4960 5.58726e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Rana.aurora_NAs_pu_mask.tif"
187 4493.87 5408 4960 0.000399165 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Regulus.calendula_NAs_pu_mask.tif"
188 5005.36 5408 4960 0.00117068 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Regulus.satrapa_NAs_pu_mask.tif"
189 1950.38 5408 4960 0.00639936 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Riparia.riparia_NAs_pu_mask.tif"
190 1504.42 5408 4960 0.00850845 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sayornis.saya_NAs_pu_mask.tif"
191 4879.18 5408 4960 0.00343017 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Selasphorus.rufus_NAs_pu_mask.tif"
192 4700.59 5408 4960 0.000143038 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Setophaga.coronata_NAs_pu_mask.tif"
193 5262.65 5408 4960 0.0115011 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Setophaga.nigrescens_NAs_pu_mask.tif"
194 1792.38 5408 4960 0.00309385 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sialia.currucoides_NAs_pu_mask.tif"
195 4737.45 5408 4960 0.000261890 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sitta.canadensis_NAs_pu_mask.tif"
196 2153.9 5408 4960 0.000720043 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sorex.cinereus_NAs_pu_mask.tif"
197 4813.92 5408 4960 0.00206488 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sorex.monticolus_NAs_pu_mask.tif"
198 5153.27 5408 4960 0.0136364 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sphyrapicus.ruber_NAs_pu_mask.tif"
199 2232.62 5408 4960 0.00216894 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Spinus.pinus_NAs_pu_mask.tif"
200 4223.76 5408 4960 0.00251257 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Spinus.tristis_NAs_pu_mask.tif"
201 3416.08 5408 4960 0.00159861 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Spizella.passerina_NAs_pu_mask.tif"
202 4074.91 5408 4960 0.00380141 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Stelgidopteryx.serripennis_NAs_pu_mask.tif"
203 4219.44 5408 4960 0.00157943 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Stercorarius.parasiticus_NAs_pu_mask.tif"
204 4897.81 5408 4960 0.000177311 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Strix.varia_NAs_pu_mask.tif"
205 4346.71 5408 4960 0.00162402 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Synthliboramphus.antiquus_NAs_pu_mask.tif"
206 4145.31 5408 4960 0.00259777 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tachycineta.bicolor_NAs_pu_mask.tif"
207 5088.62 5408 4960 0.00215297 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Taricha.granulosa_NAs_pu_mask.tif"
208 5110.41 5408 4960 0.00701426 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thamnophis.elegans_NAs_pu_mask.tif"
209 4512.39 5408 4960 0.000163428 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thamnophis.ordinoides_NAs_pu_mask.tif"
210 5040.16 5408 4960 0.00105714 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thamnophis.sirtalis_NAs_pu_mask.tif"
211 2281.89 5408 4960 0.000859769 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thryomanes.bewickii_NAs_pu_mask.tif"
212 4120.75 5408 4960 0.00147082 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tringa.incana_NAs_pu_mask.tif"
213 3198.87 5408 4960 0.00174356 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tringa.melanoleuca_NAs_pu_mask.tif"
214 3037.71 5408 4960 0.00143937 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tringa.solitaria_NAs_pu_mask.tif"
215 2291.46 5408 4960 0.000884005 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Troglodytes.aedon_NAs_pu_mask.tif"
216 5179.18 5408 4960 0.00308288 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Troglodytes.pacificus_NAs_pu_mask.tif"
217 4791.67 5408 4960 0.00423758 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Turdus.migratorius_NAs_pu_mask.tif"
218 4691.97 5408 4960 0.00343605 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.cassinii_NAs_pu_mask.tif"
219 4604.04 5408 4960 0.00105712 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.gilvus_NAs_pu_mask.tif"
220 5029.83 5408 4960 0.00548955 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.huttoni_NAs_pu_mask.tif"
221 3965.31 5408 4960 0.00132671 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.olivaceus_NAs_pu_mask.tif"
222 2745.96 5408 4960 0.000738208 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zenaida.macroura_NAs_pu_mask.tif"
223 2983.32 5408 4960 0.00207546 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zonotrichia.albicollis_NAs_pu_mask.tif"
224 4525.13 5408 4960 0.00155018 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zonotrichia.atricapilla_NAs_pu_mask.tif"
225 4898.33 5408 4960 0.00374254 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zonotrichia.leucophrys_NAs_pu_mask.tif"
226 14.0 14 10354 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_raptor_nest.tif"
227 148.922 13 10355 0.0526371 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_heron_nest.tif"
