"number" "dsum" "count" "missing" "quant_error" "fname"
166 3504.56 5314 3212 7.41607e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Petrochelidon.pyrrhonota_NAs_pu_mask.tif"
167 3646.38 5314 3212 0.00280450 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Phalacrocorax.auritus_NAs_pu_mask.tif"
168 3785.58 5314 3212 0.000573397 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Phalacrocorax.pelagicus_NAs_pu_mask.tif"
169 4457.56 5314 3212 0.000860237 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Phalacrocorax.penicillatus_NAs_pu_mask.tif"
170 2669.23 5314 3212 0.00157428 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Phalaropus.lobatus_NAs_pu_mask.tif"
171 4723.13 5314 3212 0.00281576 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Pheucticus.melanocephalus_NAs_pu_mask.tif"
172 3958.96 5314 3212 0.00108959 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Picoides.pubescens_NAs_pu_mask.tif"
173 4667.5 5314 3212 0.00179703 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Picoides.villosus_NAs_pu_mask.tif"
174 4852.63 5314 3212 0.00295884 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Pipilo.maculatus_NAs_pu_mask.tif"
175 4608.03 5314 3212 0.00309633 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Piranga.ludoviciana_NAs_pu_mask.tif"
176 4200.41 5314 3212 0.00360227 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Podiceps.auritus_NAs_pu_mask.tif"
177 3922.75 5314 3212 0.000600969 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Podiceps.grisegena_NAs_pu_mask.tif"
178 2982.18 5314 3212 0.000316954 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Podiceps.nigricollis_NAs_pu_mask.tif"
179 3920.32 5314 3212 0.00365861 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Podilymbus.podiceps_NAs_pu_mask.tif"
180 5075.67 5314 3212 0.000925178 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Poecile.rufescens_NAs_pu_mask.tif"
181 2487.06 5314 3212 0.00279013 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Porzana.carolina_NAs_pu_mask.tif"
182 2020.64 5314 3212 0.000611793 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Progne.subis_NAs_pu_mask.tif"
183 3361.78 5314 3212 0.00255160 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Psaltriparus.minimus_NAs_pu_mask.tif"
184 4623.66 5314 3212 0.00215742 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Pseudacris.regilla_NAs_pu_mask.tif"
185 3775.91 5314 3212 0.00180747 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Rallus.limicola_NAs_pu_mask.tif"
186 3990.8 5314 3212 4.63529e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Rana.aurora_NAs_pu_mask.tif"
187 4409.07 5314 3212 2.0112e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Regulus.calendula_NAs_pu_mask.tif"
188 4916.31 5314 3212 0.00131177 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Regulus.satrapa_NAs_pu_mask.tif"
189 1900.44 5314 3212 0.00700861 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Riparia.riparia_NAs_pu_mask.tif"
190 1464.94 5314 3212 0.00818777 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Sayornis.saya_NAs_pu_mask.tif"
191 4792.37 5314 3212 0.00338125 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Selasphorus.rufus_NAs_pu_mask.tif"
192 4614.96 5314 3212 0.000380124 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Setophaga.coronata_NAs_pu_mask.tif"
193 5171.45 5314 3212 0.0112058 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Setophaga.nigrescens_NAs_pu_mask.tif"
194 1747.53 5314 3212 0.00247581 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Sialia.currucoides_NAs_pu_mask.tif"
195 4653.67 5314 3212 0.000320628 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Sitta.canadensis_NAs_pu_mask.tif"
196 2112.14 5314 3212 0.000552694 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Sorex.cinereus_NAs_pu_mask.tif"
197 4731.58 5314 3212 0.00223459 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Sorex.monticolus_NAs_pu_mask.tif"
198 5063.94 5314 3212 0.0130568 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Sphyrapicus.ruber_NAs_pu_mask.tif"
199 2194.93 5314 3212 0.00176901 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Spinus.pinus_NAs_pu_mask.tif"
200 4143.55 5314 3212 0.00226606 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Spinus.tristis_NAs_pu_mask.tif"
201 3351.13 5314 3212 0.00143864 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Spizella.passerina_NAs_pu_mask.tif"
202 3995.07 5314 3212 0.00333165 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Stelgidopteryx.serripennis_NAs_pu_mask.tif"
203 4134.92 5314 3212 0.000292556 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Stercorarius.parasiticus_NAs_pu_mask.tif"
204 4810.74 5314 3212 0.000323254 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Strix.varia_NAs_pu_mask.tif"
205 4262.16 5314 3212 0.00129910 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Synthliboramphus.antiquus_NAs_pu_mask.tif"
206 4064.85 5314 3212 0.00206543 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Tachycineta.bicolor_NAs_pu_mask.tif"
207 5001.82 5314 3212 0.00192230 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Taricha.granulosa_NAs_pu_mask.tif"
208 5021.92 5314 3212 0.00627656 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Thamnophis.elegans_NAs_pu_mask.tif"
209 4427.87 5314 3212 0.000155497 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Thamnophis.ordinoides_NAs_pu_mask.tif"
210 4951.91 5314 3212 0.00120205 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Thamnophis.sirtalis_NAs_pu_mask.tif"
211 2228.05 5314 3212 0.000140370 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Thryomanes.bewickii_NAs_pu_mask.tif"
212 4035.83 5314 3212 0.00179734 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Tringa.incana_NAs_pu_mask.tif"
213 3126.56 5314 3212 0.00152921 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Tringa.melanoleuca_NAs_pu_mask.tif"
214 2973.08 5314 3212 0.000859804 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Tringa.solitaria_NAs_pu_mask.tif"
215 2244.95 5314 3212 0.000134804 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Troglodytes.aedon_NAs_pu_mask.tif"
216 5088.37 5314 3212 0.00264724 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Troglodytes.pacificus_NAs_pu_mask.tif"
217 4705.06 5314 3212 0.00468478 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Turdus.migratorius_NAs_pu_mask.tif"
218 4609.8 5314 3212 0.00314604 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Vireo.cassinii_NAs_pu_mask.tif"
219 4522.09 5314 3212 0.000434811 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Vireo.gilvus_NAs_pu_mask.tif"
220 4939.46 5314 3212 0.00544545 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Vireo.huttoni_NAs_pu_mask.tif"
221 3886.62 5314 3212 0.000996185 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Vireo.olivaceus_NAs_pu_mask.tif"
222 2681.03 5314 3212 0.000844902 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Zenaida.macroura_NAs_pu_mask.tif"
223 2921.86 5314 3212 0.00181345 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Zonotrichia.albicollis_NAs_pu_mask.tif"
224 4438.07 5314 3212 0.00190526 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Zonotrichia.atricapilla_NAs_pu_mask.tif"
225 4811.37 5314 3212 0.00408145 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Zonotrichia.leucophrys_NAs_pu_mask.tif"
226 14.0 14 8512 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_raptor_nest.tif"
227 148.922 13 8513 0.0526371 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_heron_nest.tif"
