latitude,longitude,private_latitude,private_longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
49.3970083333,-123.3606055556,,,Lotisma trigonana,Lotisma trigonana,,Insecta,318948
49.396875,-123.3607527778,,,Double-striped Scoparia Moth,Scoparia biplagialis,Double-striped Scoparia Moth,Insecta,146963
49.3969229541,-123.360738717,,,Western Conifer Looper,Caripeta aequaliaria,Western Conifer Looper,Insecta,216122
49.3403277778,-123.4311527778,,,Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
49.3421972222,-123.4313861111,,,Perennial Ryegrass,Lolium perenne,Perennial Ryegrass,Plantae,52801
49.3423138889,-123.431525,,,oxeye daisy,Leucanthemum vulgare,oxeye daisy,Plantae,56057
49.3400472222,-123.4314277778,,,bristly dogtail grass,Cynosurus echinatus,bristly dogtail grass,Plantae,47695
49.34188,-123.43146333,,,narrowleaf onion,Allium amplectens,narrowleaf onion,Plantae,60267
49.34187167,-123.43148833,,,nodding onion,Allium cernuum,nodding onion,Plantae,116364
49.34187833,-123.43137167,,,bristly dogtail grass,Cynosurus echinatus,bristly dogtail grass,Plantae,47695
49.342755,-123.43062,,,Green Sea Urchin,Strongylocentrotus droebachiensis,Arctic Green Sea Urchin,Animalia,120070
49.36747167,-123.425675,,,Woodlouse Spider,Dysdera crocata,Woodlouse Spider,Arachnida,68912
49.36759167,-123.425675,,,Sitka Bumble Bee,Bombus sitkensis,Sitka Bumble Bee,Insecta,142269
49.3658242791,-123.4199951986,,,Anna's Hummingbird,Calypte anna,Anna's Hummingbird,Aves,6317
49.3935166667,-123.3502611111,,,Leaf-miner Flies,Agromyzidae,Leaf-miner Flies,Insecta,48086
49.395394202,-123.3504299819,,,Orbilia,Orbilia,,Fungi,353030
49.3981222222,-123.3587666667,,,Higher Basidiomycetes,Agaricomycotina,Higher Basidiomycetes,Fungi,492000
49.3665767,-123.4286867,,,awl-fruited sedge,Carex stipata,awl-fruited sedge,Plantae,76114
49.3884517198,-123.3322163382,,,Чешуекрылые,Lepidoptera,Butterflies and Moths,Insecta,47157
49.357930574,-123.4256060697,,,Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,Aves,10373
49.3828224664,-123.3389910852,,,Дрёма двудомная,Silene dioica,red campion,Plantae,55759
49.3863541006,-123.3753451289,,,alpine jelly cone,Guepiniopsis alpina,alpine jelly cone,Fungi,118032
49.3893757385,-123.355290264,,,western skunk cabbage,Lysichiton americanus,western skunk cabbage,Plantae,48537
49.3901229282,-123.3607790808,,,horsetails,Equisetum telmateia,great horsetail,Plantae,57030
49.3970972222,-123.3606916667,,,nipplewort,Lapsana communis,nipplewort,Plantae,55981
49.3968777778,-123.3607527778,,,Pooideae,Pooideae,,Plantae,514989
49.3968722222,-123.36075,,,brome fescue,Festuca bromoides,brome fescue,Plantae,77136
49.3968341455,-123.3607018366,,,Large Yellow Underwing,Noctua pronuba,Large Yellow Underwing,Insecta,81687
49.39708667,-123.35244667,,,Pacific Sideband,Monadenia fidelis,Pacific Sideband,Mollusca,62803
49.39219167,-123.34943333,,,Urtica dioica,Urtica dioica,,Plantae,1631210
49.38903,-123.352975,,,Signal Crayfish,Pacifastacus leniusculus,Signal Crayfish,Animalia,53708
49.396875,-123.3607472222,,,American Angle Shades,Euplexia benesimilis,American Angle Shades,Insecta,124179
49.3968888889,-123.3609416667,,,White-dotted Prominent,Nadata gibbosa,White-dotted Prominent,Insecta,82204
49.396875,-123.3607527778,,,Polyphemus Moth,Antheraea polyphemus,Polyphemus Moth,Insecta,47919
49.396875,-123.3607583333,,,Virginian Tiger Moth,Spilosoma virginica,Virginian Tiger Moth,Insecta,60839
49.378925,-123.3882666667,,,Davidson's Penstemon,Penstemon davidsonii,Davidson's Penstemon,Plantae,78399
49.37398,-123.38903,,,Pacific coralroot,Corallorhiza mertensiana,Pacific coralroot,Plantae,49444
49.3891894656,-123.3504163815,,,Pacific Banana Slug,Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776
49.3965777778,-123.3607861111,,,Sigmoid Prominent,Clostera albosigma,Sigmoid Prominent,Insecta,120214
49.3969333333,-123.3608888889,,,Polyphemus Moth,Antheraea polyphemus,Polyphemus Moth,Insecta,47919
49.3965762288,-123.3607876673,,,Pale-marked Angle,Macaria signaria,Pale-marked Angle,Insecta,224262
49.3968361111,-123.3608027778,,,Hitched Arches,Melanchra adjuncta,Hitched Arches,Insecta,204701
49.3967888889,-123.3610638889,,,Asaphocrita aphidiella,Asaphocrita aphidiella,,Insecta,214372
49.39695,-123.3608722222,,,Vancouver Dart,Agrotis vancouverensis,Vancouver Dart,Insecta,212878
49.396875,-123.3607527778,,,Leucania dia,Leucania dia,,Insecta,223545
49.3968722222,-123.3607555556,,,Polyphemus Moth,Antheraea polyphemus,Polyphemus Moth,Insecta,47919
49.3968805556,-123.3608305556,,,Morrison's Pero Moth,Pero morrisonaria,Morrison's Pero Moth,Insecta,227514
49.3968805556,-123.3608305556,,,Small Magpie,Anania hortulata,Small Magpie,Insecta,55638
49.3968722222,-123.3607555556,,,Barred Umber,Plagodis pulveraria,Barred Umber,Insecta,228262
49.3597222222,-123.4194444444,,,Pacific Sideband,Monadenia fidelis,Pacific Sideband,Mollusca,62803
49.3981185887,-123.3593407775,,,threeleaf foamflower,Tiarella trifoliata,Threeleaf Foamflower,Plantae,51643
49.396875,-123.36075,,,Udea profundalis,Udea profundalis,,Insecta,335030
49.3786808741,-123.3300646394,,,Shiner Surfperch,Cymatogaster aggregata,Shiner Surfperch,Actinopterygii,98855
49.3786819655,-123.3300646394,,,Shiner Surfperch,Cymatogaster aggregata,Shiner Surfperch,Actinopterygii,98855
49.3788146819,-123.330321461,,,Whitespotted Greenling,Hexagrammos stelleri,Whitespotted Greenling,Actinopterygii,186849
49.3798497698,-123.3310761675,,,Padded Sculpin,Artedius fenestralis,Padded Sculpin,Actinopterygii,117527
49.3798857857,-123.3296163753,,,Shiner Surfperch,Cymatogaster aggregata,Shiner Surfperch,Actinopterygii,98855
49.3798735621,-123.3297347277,,,Whitespotted Greenling,Hexagrammos stelleri,Whitespotted Greenling,Actinopterygii,186849
49.3798822932,-123.3296472207,,,Rock sole,Lepidopsetta bilineata,Rock Sole,Actinopterygii,183018
49.3798846943,-123.329625763,,,Shiner Surfperch,Cymatogaster aggregata,Shiner Surfperch,Actinopterygii,98855
49.379916,-123.3296519722,,,speckled sanddab,Citharichthys stigmaeus,Speckled Sanddab,Actinopterygii,117542
49.3729383333,-123.36557,,,"",Fuireneae,,Plantae,873533
49.3869366667,-123.37983,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.3795283333,-123.3882,,,purple foxglove,Digitalis purpurea,purple foxglove,Plantae,53983
49.38987,-123.3664083333,,,Pacific Sideband,Monadenia fidelis,Pacific Sideband,Mollusca,62803
49.3968722222,-123.36075,,,Varied Thrush,Ixoreus naevius,Varied Thrush,Aves,145088
49.396875,-123.36075,,,Arborvitae Weevil,Phyllobius intrusus,Arborvitae Weevil,Insecta,128554
49.3969472222,-123.3607694444,,,Leucania dia,Leucania dia,,Insecta,223545
49.3874701569,-123.3683729544,,,Robust Lancetooth Snail,Haplotrema vancouverense,Robust Lancetooth Snail,Mollusca,220933
49.3858583333,-123.3702083333,,,Pacific Sideband,Monadenia fidelis,Pacific Sideband,Mollusca,62803
49.3854722222,-123.372425,,,Eupodoidea,Eupodoidea,,Arachnida,520455
49.3863805556,-123.3720833333,,,Orchesella villosa,Orchesella villosa,Shaggy Springtail,Animalia,487130
49.3858666667,-123.3699972222,,,Yellow-spotted Millipede,Harpaphe haydeniana,Yellow-spotted Millipede,Animalia,47737
49.3890388889,-123.3671166667,,,Eyelash cups,Scutellinia,Eyelash cups,Fungi,49138
49.3897298109,-123.3663401753,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.33523833,-123.41705333,,,Seven-spotted Lady Beetle,Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta,51702
49.3641931883,-123.421624549,,,European Drone Fly,Eristalis arbustorum,Eurasian Drone Fly,Insecta,320786
49.36175333,-123.42161667,,,Barred Owl,Strix varia,Barred Owl,Aves,19893
49.3968722222,-123.3607527778,,,Hydriomena,Hydriomena,,Insecta,68651
49.3968166667,-123.36045,,,Morrison's Pero Moth,Pero morrisonaria,Morrison's Pero Moth,Insecta,227514
49.3661403353,-123.4283381308,,,Columbian Black-tailed Deer,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221
49.3653716667,-123.4243,,,Columbian Black-tailed Deer,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221
49.3361666667,-123.4237366667,,,"",Evasterias troschelii,Mottled Star,Animalia,84265
49.38842,-123.3536083333,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.3564256195,-123.3948728835,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
49.3655557252,-123.4240093008,,,Pacific Harbor Seal,Phoca vitulina richardii,Pacific Harbour Seal,Mammalia,117766
49.3652,-123.424195,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
49.362305,-123.3901133333,,,Agaricineae,Agaricineae,,Fungi,785517
49.3615883333,-123.3905116667,,,"",Boletus,Porcini and Allies,Fungi,48703
49.362505,-123.3904633333,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.367275,-123.4258033333,,,Bumble Bees,Bombus,Bumble Bees,Insecta,52775
49.3637916667,-123.4218966667,,,chouette rayée,Strix varia,Barred Owl,Aves,19893
49.3651956992,-123.4149214654,,,Rough-skinned Newt,Taricha granulosa,Rough-skinned Newt,Amphibia,27826
49.3760083333,-123.3218083333,,,Oregon Gumplant,Grindelia stricta,Oregon Gumplant,Plantae,61992
49.3784666667,-123.3253333333,,,heath speedwell,Veronica officinalis,heath speedwell,Plantae,129020
49.3783216667,-123.3344883333,,,Purple Toadflax,Linaria purpurea,Purple Toadflax,Plantae,77778
49.3778154339,-123.3236695323,,,Common Garter Snake,Thamnophis sirtalis,Common Garter Snake,Reptilia,28362
49.3859333333,-123.3477466667,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.3873883333,-123.3525383333,,,Pacific Sideband,Monadenia fidelis,Pacific Sideband,Mollusca,62803
49.3968722222,-123.36075,,,Currant Eulithis Moth,Eulithis propulsata,Currant Eulithis Moth,Insecta,219749
49.3968722222,-123.36075,,,Grand Rivulet Moth,Martania grandis,Grand Rivulet Moth,Insecta,1518735
49.396875,-123.3607527778,,,Hydriomena,Hydriomena,,Insecta,68651
49.396875,-123.3607527778,,,Barberry Geometer Moth,Rheumaptera meadii,Barberry Geometer Moth,Insecta,1378524
49.3968718947,-123.3608168364,,,Barberry Geometer Moth,Rheumaptera meadii,Barberry Geometer Moth,Insecta,1378524
49.3969722222,-123.360675,,,Oak Besma Moth,Besma quercivoraria,Oak Besma Moth,Insecta,143610
49.396875,-123.3607527778,,,Spotted Tussock Moth,Lophocampa maculata,Spotted Tussock Moth,Insecta,67691
49.3968740767,-123.3607504517,,,Bee Moth,Aphomia sociella,Bee Moth,Insecta,129572
49.3969027778,-123.3611083333,,,Double-striped Scoparia Moth,Scoparia biplagialis,Double-striped Scoparia Moth,Insecta,146963
49.3968694444,-123.3607472222,,,Ferruginous Eulia Moth,Eulia ministrana,Ferruginous Eulia Moth,Insecta,219735
49.3965694444,-123.3607916667,,,Snipe Flies,Rhagio dimidiatus,,Insecta,1606363
49.3968666667,-123.3613527778,,,Cutworms and Dart Moths,Noctuinae,Cutworms and Dart Moths,Insecta,122224
49.3970603943,-123.3525543213,,,Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
49.3968722222,-123.3607444444,,,Black Vine Weevil,Otiorhynchus sulcatus,Black Vine Weevil,Insecta,226718
49.396875,-123.3607527778,,,Argyrotaenia dorsalana,Argyrotaenia dorsalana,,Insecta,454807
49.396875,-123.3607555556,,,Blastobasid Moths,Blastobasidae,Blastobasid Moths,Insecta,173093
49.3968777778,-123.3607638889,,,Dasypyga alternosquamella,Dasypyga alternosquamella,,Insecta,347143
49.3968972222,-123.3607722222,,,Ceanothus Silk Moth,Hyalophora euryalus,Ceanothus Silk Moth,Insecta,50913
49.3968722222,-123.3607527778,,,Polyphemus Moth,Antheraea polyphemus,Polyphemus Moth,Insecta,47919
49.3968777778,-123.3607638889,,,Otter Spiramater Moth,Spiramater lutra,Otter Spiramater Moth,Insecta,231412
49.3994444444,-123.3547222222,,,Cyperoideae,Cyperoideae,,Plantae,873509
49.3968722222,-123.3607527778,,,Athous,Athous,,Insecta,86722
49.3969083333,-123.3608138889,,,Pyralid Snout Moths,Pyralidae,Pyralid Snout Moths,Insecta,49683
49.3968694444,-123.3607555556,,,Pale-marked Angle,Macaria signaria,Pale-marked Angle,Insecta,224262
49.3967444444,-123.360775,,,Johnson's Jumping Spider,Phidippus johnsoni,Johnson's Jumping Spider,Arachnida,58421
49.3968333333,-123.3607472222,,,Currant Eulithis Moth,Eulithis propulsata,Currant Eulithis Moth,Insecta,219749
49.3968631665,-123.3607293293,,,Chrysops excitans,Chrysops excitans,Bothersome Deer Fly,Insecta,216864
49.3969111111,-123.3610444444,,,Thin-legged Wolf Spiders,Pardosa,Thin-legged Wolf Spiders,Arachnida,47415
49.3968722222,-123.3607555556,,,Hydriomena crokeri,Hydriomena crokeri,,Insecta,446975
49.3968760405,-123.360754475,,,Hydriomena,Hydriomena,,Insecta,68651
49.396925,-123.3609944444,,,Morning-glory Prominent,Schizura ipomaeae,Morning-glory Prominent,Insecta,204014
49.3969388889,-123.3610694444,,,Flame-shouldered Dart,Ochropleura implecta,Flame-shouldered Dart,Insecta,143121
49.39695,-123.3611,,,Diarsia esurialis,Diarsia esurialis,,Insecta,218325
49.3968638889,-123.3607583333,,,Vancouver Dart,Agrotis vancouverensis,Vancouver Dart,Insecta,212878
49.3968277778,-123.3607472222,,,Small Clouded Brindle,Apamea unanimis,Small Clouded Brindle,Insecta,213861
49.3968611111,-123.3607444444,,,Lettered Habrosyne Moth,Habrosyne scripta,Lettered Habrosyne Moth,Insecta,220826
49.3922366667,-123.3829416667,,,Pleurotus ostreatus,Pleurotus ostreatus,,Fungi,1196165
49.397275,-123.3604027778,,,Ichneumonid and Braconid Wasps,Ichneumonoidea,Ichneumonid and Braconid Wasps,Insecta,47200
49.3968,-123.3606833333,,,Philodromus,Philodromus,Running Crab Spiders,Arachnida,56611
49.3968416667,-123.3603111111,,,Long-horned Caddisflies,Leptoceridae,Long-horned Caddisflies,Insecta,85862
49.3966305556,-123.3604333333,,,Eudonia,Eudonia,,Insecta,146951
49.3968777778,-123.3607444444,,,Microcaddisflies,Hydroptilidae,Microcaddisflies,Insecta,129646
49.3969694444,-123.3607638889,,,Cattail Borer Moth,Bellura obliqua,Cattail Borer Moth,Insecta,214967
49.3970615127,-123.3609670401,,,Otter Spiramater Moth,Spiramater lutra,Otter Spiramater Moth,Insecta,231412
49.3969827416,-123.3608547226,,,Fox Apamea,Apamea alia,Fox Apamea,Insecta,213825
49.396925,-123.3611138889,,,Vancouver Dart,Agrotis,,Insecta,61739
49.3968833333,-123.3610194444,,,Homorthodes hanhami,Homorthodes hanhami,,Insecta,221480
49.396875,-123.3607472222,,,Fox Apamea,Apamea alia,Fox Apamea,Insecta,213825
49.3969777778,-123.3612222222,,,V-lined Quaker,Zosteropoda hirtipes,V-lined Quaker,Insecta,196998
49.396875,-123.3611333333,,,Ferruginous Eulia Moth,Eulia ministrana,Ferruginous Eulia Moth,Insecta,219735
49.396875,-123.360775,,,American Plum Borer Moth,Euzophera semifuneralis,American Plum Borer Moth,Insecta,220023
49.3968722222,-123.3607555556,,,Homorthodes fractura,Homorthodes fractura,,Insecta,362593
49.3968388889,-123.3607583333,,,Western Tent Caterpillar,Malacosoma californica,Western Tent Caterpillar Moth,Insecta,359294
49.3970583333,-123.3611777778,,,Vancouver Dart,Agrotis vancouverensis,Vancouver Dart,Insecta,212878
49.396725,-123.3604638889,,,Gray Scoopwing,Callizzia amorata,Gray Scoopwing,Insecta,174566
49.3580346704,-123.4190985536,,,Berberis × hortensis,Berberis × hortensis,,Plantae,868721
49.3970080531,-123.3607048541,,,Silver-spotted Tiger Moth,Lophocampa argentata,Silver-spotted Tiger Moth,Insecta,84792
49.3660090725,-123.4141893419,,,Purple Toadflax,Linaria purpurea,Purple Toadflax,Plantae,77778
49.3660984259,-123.4138988106,,,cardo cundidor,Cirsium arvense,Canada thistle,Plantae,60132
49.396875,-123.3607527778,,,Straight-lined Plagodis Moth,Plagodis phlogosaria,Straight-lined Plagodis Moth,Insecta,205241
49.396875,-123.3607527778,,,Barred Umber,Plagodis pulveraria,Barred Umber,Insecta,228262
49.39685,-123.3607472222,,,American Sharp-angled Carpet,Euphyia intermediata,Sharp-angled Carpet,Insecta,120275
49.3968027778,-123.3607444444,,,Sergiolus columbianus,Sergiolus columbianus,,Arachnida,230819
49.3968760405,-123.3607541397,,,Western Polished Lady Beetle,Cycloneda polita,Western Polished Lady Beetle,Insecta,55492
49.3660283333,-123.4137966667,,,Soft Rush,Juncus effusus,Soft Rush,Plantae,56153
49.3656442286,-123.4037435393,,,Northern Red Belt,Fomitopsis mounceae,Northern Red Belt,Fungi,877361
49.3593185785,-123.4255511012,,,white stonecrop,Sedum album,white stonecrop,Plantae,79025
49.358515225,-123.4256366017,,,gumplants,Grindelia,gumplants,Plantae,55365
49.3589768138,-123.4259602688,,,nodding onion,Allium cernuum,nodding onion,Plantae,116364
49.3593689014,-123.4258866506,,,Meadow Deathcamas,Toxicoscordion venenosum,Meadow Deathcamas,Plantae,59087
49.396875,-123.3607527778,,,Double-lobed Moth,Lateroligia ophiogramma,Double-lobed Moth,Insecta,222724
49.3970054347,-123.3610049263,,,Hydriomena,Hydriomena,,Insecta,68651
49.396875,-123.3607527778,,,Ruddy Metarranthis Moth,Metarranthis duaria,Ruddy Metarranthis Moth,Insecta,203461
49.396875,-123.3607416667,,,Leucania dia,Leucania dia,,Insecta,223545
49.396875,-123.3607527778,,,Trichordestra liquida,Trichordestra liquida,,Insecta,232917
49.396875,-123.3607527778,,,Pale Beauty,Campaea perlata,Pale Beauty,Insecta,81681
49.40299305,-123.3135407,,,Johnson's Jumping Spider,Phidippus johnsoni,Johnson's Jumping Spider,Arachnida,58421
49.3759216667,-123.389625,,,Small-leaved Blinks,Montia parvifolia,Small-leaved Blinks,Plantae,78123
49.376145,-123.390245,,,salal,Gaultheria shallon,salal,Plantae,48441
49.376195,-123.3903366667,,,Pixie Cup Lichens,Cladonia,pixie cup and reindeer lichens,Fungi,49490
49.3761633333,-123.3902966667,,,Shore Pine,Pinus contorta contorta,Shore Pine,Plantae,80130
49.37783,-123.3824466667,,,threeleaf foamflower,Tiarella trifoliata,Threeleaf Foamflower,Plantae,51643
49.3848216667,-123.37673,,,Pacific coralroot,Corallorhiza mertensiana,Pacific coralroot,Plantae,49444
49.3769757917,-123.3859246719,,,Fomitopsis,Fomitopsis,,Fungi,118056
49.3887833333,-123.3673083333,,,Western Star Flower,Lysimachia latifolia,Western Starflower,Plantae,496537
49.38707,-123.3512116667,,,Barred Owl,Strix varia,Barred Owl,Aves,19893
49.4053916667,-123.3348,,,western hemlock,Tsuga heterophylla,western hemlock,Plantae,48254
49.4053833333,-123.3347633333,,,Pacific coralroot,Corallorhiza mertensiana,Pacific coralroot,Plantae,49444
49.4053533333,-123.3347866667,,,stairstep moss,Hylocomium splendens,stairstep moss,Plantae,122555
49.4030603678,-123.3326247742,,,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
49.3998366667,-123.335145,,,Pacific coralroot,Corallorhiza mertensiana,Pacific coralroot,Plantae,49444
49.3814083433,-123.3344283333,,,Pacific Dogwood,Cornus nuttallii,Pacific Dogwood,Plantae,76447
49.3881550033,-123.3536533333,,,Barred Owl,Strix varia,Barred Owl,Aves,19893
49.3883133433,-123.3546366667,,,Chasers and King Skimmers,Libellula,King Skimmers,Insecta,47818
49.3825450033,-123.3329866667,,,"",Magallana gigas,Pacific Oyster,Mollusca,605992
49.3354616733,-123.4191883333,,,Plumose Anemone,Metridium senile,Plumose Anemone,Animalia,49071
49.3354700067,-123.4185033333,,,Costaria costata,Costaria costata,seersucker kelp,Chromista,125877
49.3815800033,-123.3314966667,,,Japanese Wireweed,Sargassum muticum,Japanese Wireweed,Chromista,130177
49.3815466733,-123.3327033333,,,Mask Limpet,Lottia persona,Mask Limpet,Mollusca,339143
49.3821616733,-123.331245,,,Rockweed,Fucus distichus,Rockweed,Chromista,69155
49.3359800033,-123.4214083333,,,Blue-eyed Marys,Collinsia,Blue-eyed Marys,Plantae,47324
49.3360750033,-123.42212,,,"",Cladonia portentosa,Reindeer Lichen,Fungi,119666
49.3671916667,-123.4212883333,,,Pacific coralroot,Corallorhiza mertensiana,Pacific coralroot,Plantae,49444
49.3796099217,-123.3883671461,,,salal,Gaultheria shallon,salal,Plantae,48441
49.39319796,-123.32466461,,,red-berried elder,Sambucus racemosa,red-berried elder,Plantae,57824
49.3795845627,-123.3389150435,,,Pixie Cup Lichens,Cladonia,pixie cup and reindeer lichens,Fungi,49490
49.3567804671,-123.4156208297,,,red-berried elder,Sambucus racemosa,red-berried elder,Plantae,57824
49.350852685,-123.4198114507,,,oxeye daisy,Leucanthemum vulgare,oxeye daisy,Plantae,56057
49.357254032,-123.4220016472,,,"",Agaricus augustus,The Prince,Fungi,49547
49.3432401436,-123.4181598601,,,Cat's-Ears,Hypochaeris,Cat's-Ears,Plantae,51900
49.3431567277,-123.4097275702,,,Wall Lettuce,Mycelis muralis,Wall Lettuce,Plantae,48543
49.3809133333,-123.3388833333,,,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
49.401425,-123.3801633333,,,Rockweed,Fucus distichus,Rockweed,Chromista,69155
49.339925,-123.4321666667,,,Alaskan bellflower,Campanula alaskana,Alaskan bellflower,Plantae,967218
49.3399666667,-123.4321133333,,,Oregon Gumplant,Grindelia stricta,Oregon Gumplant,Plantae,61992
49.351100422,-123.4195166508,,,common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
49.3522197654,-123.4197177101,,,red clover,Trifolium pratense,Red Clover,Plantae,51875
49.3508842203,-123.4197386689,,,Smooth hawksbeard,Crepis capillaris,Smooth hawksbeard,Plantae,54050
49.36429167,-123.42411667,,,Dungeness Crab,Metacarcinus magister,Dungeness Crab,Animalia,63697
49.37290833,-123.365525,,,"",Anisoptera,Dragonflies,Insecta,47927
49.3956876769,-123.3252100439,,,"",Clubiona,Leafcurling Sac Spiders,Arachnida,121774
49.377195,-123.34110333,,,Pale Swallowtail,Papilio eurymedon,Pale Swallowtail,Insecta,55521
49.41561333,-123.31717,,,American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
49.36453833,-123.423355,,,gumplants,Grindelia,gumplants,Plantae,55365
49.37701667,-123.34147,,,maidenhair spleenwort,Asplenium trichomanes,maidenhair spleenwort,Plantae,75609
49.37688333,-123.34153,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.376955,-123.34150833,,,Red Huckleberry,Vaccinium parvifolium,Red Huckleberry,Plantae,48354
49.3772501407,-123.3414124851,,,Ocean spray,Holodiscus discolor,Ocean spray,Plantae,53414
49.3773917155,-123.3411890414,,,Brassiceae,Brassiceae,,Plantae,574731
49.3773043922,-123.3413378644,,,Cedar Waxwing,Bombycilla cedrorum,Cedar Waxwing,Aves,7428
49.37730833,-123.3415,,,Columbian Black-tailed Deer,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221
49.33742833,-123.37552,,,grand fir,Abies grandis,grand fir,Plantae,63690
49.37720833,-123.341095,,,"Whites, Yellows, and Sulphurs",Pieridae,"Whites, Yellows, and Sulphurs",Insecta,48508
49.377255,-123.341355,,,Acalyptrate Flies,Acalyptratae,Acalyptrate Flies,Insecta,48088
49.3789214058,-123.3355874048,,,common hawthorn,Crataegus monogyna,common hawthorn,Plantae,51147
49.3789996225,-123.3352884,,,Series Discolores,Candicantes,Series Candicantes,Plantae,1449266
49.3789568258,-123.3354344103,,,salal,Gaultheria shallon,salal,Plantae,48441
49.379008501,-123.3353354761,,,Cutleaf Blackberry,Rubus laciniatus,Cutleaf Blackberry,Plantae,78891
49.3792962333,-123.335113998,,,European holly,Ilex aquifolium,European holly,Plantae,53856
49.3792542939,-123.3359015012,,,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445
49.3794287376,-123.335189987,,,Common Snowberry,Symphoricarpos albus,Common Snowberry,Plantae,48523
49.3790991803,-123.3355686217,,,hedge bindweed,Calystegia sepium,hedge bindweed,Plantae,57481
49.3792199678,-123.3351845354,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.3869952541,-123.3286142349,,,Wandering Garter Snake,Thamnophis elegans vagrans,Wandering Garter Snake,Reptilia,28403
49.3873669271,-123.3283973113,,,Pyrobombus,Pyrobombus,,Insecta,538900
49.37723667,-123.34123833,,,Lorquin's Admiral,Limenitis lorquini,Lorquin's Admiral,Insecta,50880
49.3882940244,-123.3538617009,,,Common Raven,Corvus corax,Common Raven,Aves,8010
49.377368597,-123.3414337375,,,,Campanula trachelium,Nettle-leaved Bellflower,Plantae,48588
49.3663779722,-123.428746,,,greater duckweed,Spirodela polyrhiza,greater duckweed,Plantae,57867
49.37719667,-123.34156667,,,Common Emerald,Hemithea aestivaria,Common Emerald,Insecta,322722
49.3959469563,-123.3221808852,,,Asteriid Sea Stars,Asteriidae,Asteriid Sea Stars,Animalia,47671
49.3968916667,-123.3607527778,,,Maple Twig Borer Moth,Proteoteras aesculana,Maple Twig Borer Moth,Insecta,228844
49.3967693392,-123.3609351888,,,Common Emerald,Hemithea aestivaria,Common Emerald,Insecta,322722
49.3968916667,-123.3607527778,,,Dyar's Looper Moth,Gabriola dyari,Dyar's Looper Moth,Insecta,178174
49.3968916667,-123.3607527778,,,Pyralid and Crambid Snout Moths,Pyraloidea,Pyralid and Crambid Snout Moths,Insecta,49682
49.396875,-123.3607527778,,,Argyrotaenia dorsalana,Argyrotaenia dorsalana,,Insecta,454807
49.37731167,-123.34155333,,,,Symphyta,"Sawflies, Horntails, and Wood Wasps",Insecta,84643
49.3968722222,-123.3607555556,,,Zeiraphera,Zeiraphera improbana,Larch Needleworm,Insecta,233967
49.3667273,-123.4285742997,,,Western Tiger Swallowtail,Papilio rutulus,Western Tiger Swallowtail,Insecta,47226
49.3969,-123.3608638889,,,Ceruchus striatus,Ceruchus striatus,,Insecta,456874
49.3400928041,-123.4332499674,,,Striped Green Sea Anemone,Diadumene lineata,Striped Green Sea Anemone,Animalia,81783
49.3400865171,-123.4332875809,,,Rosa,Rosa,,Plantae,1511486
49.3403017762,-123.431927519,,,Pacific madrone,Arbutus menziesii,Arbutus,Plantae,51046
49.3577777778,-123.4186111111,,,Darners,Aeshnidae,Darners,Insecta,51469
49.35183,-123.419005,,,Saskatoon,Amelanchier alnifolia,Saskatoon,Plantae,75415
49.3822401527,-123.3376085637,,,Watershield,Brasenia schreberi,Watershield,Plantae,75867
49.3991666667,-123.355,,,water parsley,Oenanthe sarmentosa,water parsley,Plantae,60127
49.3824616667,-123.3381666667,,,Bald Eagle,Haliaeetus leucocephalus,Bald Eagle,Aves,5305
49.37735333,-123.341255,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
49.388355,-123.3546966667,,,western yellow pond-lily,Nuphar polysepala,western yellow pond-lily,Plantae,78234
