[2025-06-30 18:30:26.646] [info] This file will contain all warnings and errors of the analysis
[2025-06-30 18:30:26.752] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Accipiter.cooperii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.786] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.pacifica_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.786] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.stellata_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.786] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Geothlypis.tolmiei_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.787] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Geothlypis.trichas_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.787] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Glaucidium.gnoma_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.787] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Glaucomys.sabrinus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.788] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Grus.canadensis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.788] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Haematopus.bachmani_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.789] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Haliaeetus.leucocephalus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.789] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Hirundo.rustica_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.789] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Histrionicus.histrionicus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.790] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Hydroprogne.caspia_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.790] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Icterus.bullockii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.790] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Ixoreus.naevius_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.791] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Junco.hyemalis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.791] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.argentatus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.792] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.californicus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.792] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.canus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.792] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.delawarensis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.793] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.glaucescens_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.793] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.occidentalis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.793] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Limnodromus.scolopaceus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.794] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Lophodytes.cucullatus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.794] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Loxia.curvirostra_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.795] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Megaceryle.alcyon_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.795] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.fusca_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.795] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.nigra_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.796] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.perspicillata_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.796] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.georgiana_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.797] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.lincolnii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.797] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.melodia_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.797] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Mergus.serrator_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.798] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Microtus.townsendii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.798] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Molothrus.ater_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.798] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Mustela.erminea_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.799] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Myadestes.townsendi_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.799] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Myotis.lucifugus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.800] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Neovison.vison_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.800] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oreothlypis.celata_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.800] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oreothlypis.ruficapilla_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.801] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oxyura.jamaicensis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.801] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pandion.haliaetus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.802] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Passerculus.sandwichensis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.802] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Passerella.iliaca_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.802] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Patagioenas.fasciata_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.803] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Peromyscus.keeni_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.803] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Peromyscus.maniculatus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.803] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Petrochelidon.pyrrhonota_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.804] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.auritus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.804] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.pelagicus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.805] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.penicillatus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.805] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalaropus.lobatus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.805] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pheucticus.melanocephalus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.806] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Picoides.pubescens_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.806] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Picoides.villosus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.807] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pipilo.maculatus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.807] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Piranga.ludoviciana_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.808] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.auritus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.808] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.grisegena_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.808] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.nigricollis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.809] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podilymbus.podiceps_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.809] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Poecile.rufescens_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.809] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Porzana.carolina_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.810] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Progne.subis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.810] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Psaltriparus.minimus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.811] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pseudacris.regilla_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.811] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Rallus.limicola_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.811] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Rana.aurora_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.812] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Regulus.calendula_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.812] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Regulus.satrapa_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.812] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Riparia.riparia_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.813] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sayornis.saya_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.813] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Selasphorus.rufus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.814] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Setophaga.coronata_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.814] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Setophaga.nigrescens_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.814] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sialia.currucoides_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.815] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sitta.canadensis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.815] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sorex.cinereus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.815] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sorex.monticolus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.816] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Sphyrapicus.ruber_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.816] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Spinus.pinus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.817] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Spinus.tristis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.817] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Spizella.passerina_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.818] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Stelgidopteryx.serripennis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.818] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Stercorarius.parasiticus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.818] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Strix.varia_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
